EmployeeID,BranchID,FirstName,MiddleName,LastName,GovernmentID,Role,HireDate,EmploymentStatus,ManagerID,Salary,Phone,Email
156,5,Saumya,,Sabharwal,GOV714218186,Delivery Coordinator,2024-05-08,Terminated,151.0,17991,9748720342,saumya.sabharwal417@rediffmail.com
157,5,Krisha,,Doshi,GOV136950268,Delivery Coordinator,2017-12-06,Active,150.0,16984,9654424237,krisha.doshi5110@rediffmail.com
158,5,Rohan,,Nayak,GOV073186212,Cashier,2021-02-07,Active,150.0,19954,9165314315,rohan.nayak3601@yahoo.com
159,5,Ekani,Avni,Raval,GOV413329331,Cashier,2017-02-28,Terminated,150.0,18397,9571189324,  ekani.raval4011@outlook.com  
160,5,Utkarsh,Rudra,Dara,GOV466572204,Kitchen Staff,2021-11-10,Active,150.0,20602,9002113326,utkarsh.dara1418@rediffmail.com
161,5,Yauvani,Janani,Halder,GOV711898409,Kitchen Staff,2021-03-05,Active,152.0,15949,9215906531,yauvani.halder8247@outlook.com
162,5,Yash,,Bhatti,GOV765284664,Kitchen Staff,2019-01-12,Active,150.0,14854,9614418163,yash.bhatti8559@outlook.com
163,5,Chandresh,,Balay,GOV311853313,Cleaner,2024-11-03,Active,151.0,12279,9532586059,chandresh.balay1176@gmail.com
164,5,Garima,Champak,Basak,GOV651634794,Kitchen Staff,2021-04-21,Active,151.0,21631,9096367444,garima.basak3267@rediffmail.com
165,5,Ayushman,Hemang,Gill,GOV737896208,Delivery Coordinator,2020-10-03,Active,152.0,14142,9949504876,ayushman.gill4831@rediffmail.com
166,5,Shravya,Nidhi,Balay,GOV443367734,Kitchen Staff,2019-08-28,Resigned,152.0,15127,9369853236,shravya.balay7947@yahoo.com
167,5,Zayan,,Goswami,GOV984184303,Kitchen Staff,2020-02-22,Active,151.0,17132,9233098837,zayan.goswami6482@outlook.com
168,5,Vritti,Faras,Kothari,GOV359233082,Kitchen Staff,2019-09-14,Active,150.0,20558,9912222685,vritti.kothari6066@outlook.com
169,5,Samarth,Deepa,Mistry,GOV662093013,Cleaner,2018-07-15,On Leave,151.0,15013,9991256134,samarth.mistry822@outlook.com
170,5,Dev,,Master,GOV472549743,Kitchen Staff,2023-06-25,Active,151.0,21317,9928741865,dev.master9636@rediffmail.com
171,5,Jatin,,Vala,GOV436550132,Kitchen Staff,2025-09-26,Active,150.0,18693,9832154701,jatin.vala8198@outlook.com
172,5,Vasatika,,Ramaswamy,GOV456089640,Kitchen Staff,2018-10-06,Active,152.0,20018,9444583516,vasatika.ramaswamy5396@rediffmail.com
173,5,Falan,Chaitaly,Srinivasan,GOV496024046,Cleaner,2023-12-24,Active,150.0,14984,9158940283,falan.srinivasan3228@yahoo.com
174,5,Lohit,,Goel,GOV482243211,Cashier,2017-09-04,Active,152.0,17808,9122367869,lohit.goel5014@gmail.com
175,5,Bakhshi,Laban,Chawla,GOV676532298,Cleaner,2024-06-02,Active,152.0,12534,9748568117,bakhshi.chawla9764@outlook.com
176,5,Warhi,,Loke,GOV376403305,Delivery Coordinator,2025-03-21,Resigned,152.0,17739,9165842849,warhi.loke6900@gmail.com
177,5,Kiaan,,Buch,GOV867284251,Cashier,2021-10-17,On Leave,151.0,19385,9119714156,kiaan.buch7565@outlook.com
178,5,Gabriel,,Srinivasan,GOV435738385,Cashier,2021-09-25,Resigned,151.0,14830,9616799352,gabriel.srinivasan9603@gmail.com
179,5,Anmol,,Swaminathan,GOV428304960,Cleaner,2025-08-26,Active,150.0,14753,9812244546,anmol.swaminathan6587@outlook.com
180,5,Oviya,,Keer,GOV573205706,Cashier,2017-05-13,Active,152.0,13325,9825381298,oviya.keer9017@rediffmail.com
181,5,Umang,,Dhawan,GOV770529840,Delivery Coordinator,2020-08-28,Resigned,152.0,15612,9312902289,umang.dhawan6313@gmail.com
182,5,Darpan,,Maharaj,GOV028580054,Kitchen Staff,2025-12-25,Active,152.0,19400,9284578538,darpan.maharaj3636@yahoo.com
183,5,Lopa,,Buch,GOV544619063,Kitchen Staff,2026-08-02,Resigned,150.0,19888,9406683530,lopa.buch194@outlook.com
184,5,Oni,Meghana,Nagar,GOV897513552,Kitchen Staff,2017-07-26,Active,152.0,20214,9002109982,oni.nagar6980@gmail.com
185,5,Manya,,Garg,GOV230561741,Cleaner,2024-03-10,Active,152.0,15047,9960264441,manya.garg9787@yahoo.com
186,5,George,Veda,Majumdar,GOV368341946,Kitchen Staff,2021-12-20,Active,152.0,19212,9954898047,george.majumdar7439@rediffmail.com
187,5,Charan,Rachita,Samra,GOV000768526,Cleaner,2021-05-20,Active,150.0,13728,9220935202,charan.samra6217@gmail.com
188,6,Yashica,,Sarin,GOV555304536,Branch Manager,2018-10-09,Active,,86896,9558864987,yashica.sarin6758@yahoo.com
189,6,Tanish,Kamya,Sathe,GOV977073194,Assistant Manager,2024-09-13,Active,188.0,44738,9269910537,tanish.sathe4334@rediffmail.com
190,6,Saumya,Ubika,Shere,GOV487784603,Shift Manager,2017-08-22,Active,189.0,26211,9842037838,saumya.shere6021@gmail.com
191,6,Jason,Robert,Gokhale,GOV787492719,Shift Manager,2017-02-13,Terminated,189.0,30579,9969098327,jason.gokhale729@gmail.com
192,6,Gabriel,Vanya,Tailor,GOV579260938,Shift Manager,2022-06-17,On Leave,189.0,36787,9093732370,gabriel.tailor9721@rediffmail.com
193,6,Aarav,,Suri,GOV637242365,Shift Manager,2016-03-11,Active,189.0,31274,9598120283,aarav.suri9025@rediffmail.com
194,6,Aarav,Reva,Datta,GOV304871960,Kitchen Staff,2018-11-30,Active,189.0,18141,9838447880,aarav.datta513@yahoo.com
