CustomerID,FirstName,MiddleName,LastName,DOB,Email,Phone,JoinDate,Gender,City,State,LoyaltyStatus
54,Luke,Vidhi,Sampath,1966-03-02,luke.sampath1714@yahoo.com,9362985433,2024-03-12,Male,Hyderabad,Telangana,Gold
55,Manbir,Dalbir,Kalla,1995-01-17,manbir.kalla19@rediffmail.com,9413767259,2026-07-08,Male,Vadodara,Gujarat,Bronze
56,Azaan,Dakshesh,Murthy,1959-01-17,azaan.murthy473@yahoo.com,9730428196,2025-11-15,Male,Thane,Maharashtra,Bronze
57,Waida,,Thakkar,1991-10-11,waida.thakkar8338@outlook.com,9444411571,2024-01-22,Female,Mysuru,Karnataka,Gold
58,Barkha,,Trivedi,1961-01-31,barkha.trivedi6799@outlook.com,9958225941,2024-03-06,Female,Visakhapatnam,Andhra Pradesh,Platinum
59,Bhavya,Wahab,Bir,1983-02-09,bhavya.bir8904@rediffmail.com,9431652707,2023-11-25,Female,Jaipur,Rajasthan,Bronze
60,Krishna,Finn,Baral,1984-02-28,krishna.baral2493@rediffmail.com,9919318090,2026-03-09,Female,Coimbatore,Tamil Nadu,Silver
61,Yutika,,Mutti,1973-05-18,yutika.mutti1226@rediffmail.com,9726303659,2024-04-04,Female,Nashik,Maharashtra,None
62,Naksh,Alka,Khare,1982-07-26,naksh.khare8865@gmail.com,9626220977,2023-12-12,Male,Surat,Gujarat,Bronze
63,Mason   ,,Shankar,1977-02-23,mason.shankar475@gmail.com,9303424611,2026-08-02,Male,Mysuru,Karnataka,Silver
64,Bina,Tara,Andra,1997-11-25,bina.andra3946@rediffmail.com,9914220896,2025-10-13,Female,Chandigarh,Chandigarh,Platinum
65,Chandresh,,Borah,1992-03-20,chandresh.borah9627@outlook.com,9642813425,2024-04-18,Male,Chennai,Tamil Nadu,Silver
66,Zehaan,Kevin,Lanka,1979-05-20,zehaan.lanka360@rediffmail.com,9256706492,2023-09-06,Male,Mysuru,Karnataka,Bronze
67,Jason,Bhavani,Pingle,1966-05-14,jason.pingle3589@yahoo.com,9667686963,2025-04-02,Male,Chennai,Tamil Nadu,Bronze
68,Nidhi,Abhiram,Wadhwa,2001-01-29,nidhi.wadhwa2154@gmail.com,9934278352,2025-09-30,Female,Thiruvananthapuram,Kerala,Bronze
69,Netra,,Chawla,1964-10-08,netra.chawla4836@outlook.com,9840726638,2024-07-06,Female,Surat,Gujarat,Gold
70,Dalbir,Nachiket,Chhabra,1974-03-02,dalbir.chhabra229@outlook.com,9546658912,2024-08-02,Male,Coimbatore,Tamil Nadu,None
71,Jagrati,,Oza,1969-06-27,eshana.verma6469@outlook.com,9664761009,2026-04-24,Female,Jaipur,Rajasthan,Bronze
72,Libni,,Tiwari,1988-11-16,libni.tiwari2223@rediffmail.com,9467947140,2024-06-16,Female,Jaipur,Rajasthan,Bronze
73,Atharv,Pallavi,Chanda,1974-06-17,atharv.chanda537@outlook.com,9242393960,2023-07-30,Male,Bengaluru,Karnataka,Bronze
74,Aadhya,,Nath,2008-02-09,aadhya.nath7451@gmail.com,9665072150,2023-12-12,Female,Visakhapatnam,Andhra Pradesh,Silver
75,Karan,Riya,Edwin,1993-03-05,karan.edwin3818@outlook.com,9775299571,2026-05-23,Male,Gurugram,Haryana,Bronze
76,Unni,Isaac,Andra,1960-10-02,unni.andra3899@outlook.com,9021410435,2026-04-30,Female,Chennai,Tamil Nadu,Bronze
77,Falan,Kala,Banik,1995-04-10,falan.banik711@outlook.com,9490446490,2025-09-27,Male,Lucknow,Uttar Pradesh,Silver
78,Manbir,,Sani,1964-04-21,manbir.sani2068@outlook.com,9662570929,2023-07-26,Transgender,Nagpur,Maharashtra,Bronze
79,Nikita,,Patla,2009-10-22,nikita.patla9034@yahoo.com,9484837332,2023-07-23,Female,Bhubaneswar,Odisha,Gold
80,Praneel,Zaid,Kade,2001-01-06,praneel.kade1100@gmail.com,9800785553,2023-10-29,Male,Surat,Gujarat,Gold
81,Peter,,Ray,1997-11-13,peter.ray6930@gmail.com,9963526218,2026-07-30,Male,Chandigarh,Chandigarh,Gold
82,Garima,Nicholas,Khalsa,2010-01-24,garima.khalsa3706@rediffmail.com,9898660982,2024-02-22,Female,Udaipur,Rajasthan,Silver
83,Samuel,,Bakshi,1967-11-03,samuel.bakshi5568@outlook.com,9085416072,2026-07-10,Male,Mysuru,Karnataka,Platinum
84,Ojas,Yuvraj,Sabharwal,1973-10-15,ojas.sabharwal5106@outlook.com,9750016626,2024-01-25,Male,Chennai,Tamil Nadu,Bronze
85,Chatura,Balvan,Raja,1987-08-31,chatura.raja3532@gmail.com,9316553290,2024-05-02,Male,Bengaluru,Karnataka,Silver
86,Irya,,Sharma,1979-06-05,irya.sharma2249@outlook.com,9214415256,2024-09-08,Female,Indore,Madhya Pradesh,Bronze
87,Jhalak,Arjun,Kapoor,2000-07-19,jhalak.kapoor694@rediffmail.com,9098557410,2024-03-18,Female,Thiruvananthapuram,Kerala,Bronze
88,Sudiksha,,Narasimhan,1974-08-04,sudiksha.narasimhan7539@outlook.com,9082553333,2023-09-07,Female,Lucknow,Uttar Pradesh,Bronze
89,Maya,,Panchal,1999-04-15,maya.panchal8694@yahoo.com,9937882116,2025-07-22,Female,Thane,Maharashtra,Silver
90,Sudiksha,Garima,Yadav,1957-07-06,sudiksha.yadav8096@rediffmail.com,9774956686,2023-11-18,Female,New Delhi,Delhi,Bronze
91,Kalpit,,Gokhale,1995-02-21,kalpit.gokhale4962@outlook.com,9530403269,2024-07-08,Male,Ahmedabad,Gujarat,Bronze
92,Anjali,,Chopra,1996-03-24,anjali.chopra7582@gmail.com,9486341018,2025-03-28,Female,Coimbatore,Tamil Nadu,Platinum
93,Orinder,,Murthy,1985-04-30,orinder.murthy2828@gmail.com,9244513243,2025-12-19,Male,Vadodara,Gujarat,Gold
94,Yashodhara,Lekha,D’Alia,1994-11-14,yashodhara.d’alia5483@gmail.com,9353289610,2024-03-13,Female,kanpur,Uttar Pradesh,Silver
95,Lakshmi,Rajata,Basu,1955-10-01,lakshmi.basu6422@yahoo.com,9593378687,2025-08-07,Female,Mysuru,Karnataka,Bronze
96,Guneet,Raagini,Patla,1960-05-24,guneet.patla6938@outlook.com,9039371912,2026-03-19,Male,Kanpur,Uttar Pradesh,None
97,Oni,Jeet,Murthy,2004-08-11,devika.chauhan4997@outlook.com,9686511669,2024-08-31,Female,Jaipur,Rajasthan,Gold
98,Zehaan,Nilima,More,1977-10-30,zehaan.more3892@rediffmail.com,9677229791,2025-02-06,Male,Chennai,Tamil Nadu,Bronze
99,Neelima,Rehaan,Datta,1984-03-30,neelima.datta7565@outlook.com,9754116804,2026-03-20,Female,Ahmedabad,Gujarat,None
100,Sachi,Charvi,Ghosh,1983-04-08,sachi.ghosh8453@gmail.com,9272914924,2025-09-20,Female,Kochi,Kerala,Gold
101,Aachal,,,1975-02-27,aachal.cust6496@outlook.com,9293098671,2024-04-13,Female,PUNE,Maharashtra,Bronze
102,Tanveer,,Nagy,1987-04-11,tanveer.nagy2274@rediffmail.com,9400285751,2025-04-08,Male,KOCHI,Kerala,None
103,Vaishnavi,,Kala,1990-06-02,vaishnavi.kala3907@rediffmail.com,9660845657,2025-05-27,Female,Pune,Maharashtra,Bronze
104,Frado,,,1974-12-11,frado.cust3942@rediffmail.com,9165395750,2025-07-31,Male,Chennai,Tamil Nadu,Gold
105,Oliver,Wahab,Chander,2001-06-01,oliver.chander6117@outlook.com,9730261571,2024-09-16,Male,Coimbatore,Tamil Nadu,Bronze
106,Jeevika,Manan,Issac,1957-04-18,jeevika.issac2869@rediffmail.com,9941179027,2023-08-02,Female,Kanpur,Uttar Pradesh,Gold
107,Krisha,Elijah,Soman,1986-08-16,krisha.soman8445@rediffmail.com,9952713783,2025-02-24,Female,Mysuru,Karnataka,Bronze
108,Indali,,Rajagopalan,1989-04-10,indali.rajagopalan6554@rediffmail.com,9839449587,2025-02-01,Female,Bhubaneswar,Odisha,Bronze
109,Jairaj,,Divan,2000-04-11,jairaj.divan2957@outlook.com,9306364630,2026-04-25,Male,Patna,Bihar,Gold
110,Aahana,Pavani,Chhabra,1970-07-11,aahana.chhabra4499@gmail.com,9063869167,2024-02-20,Female,Kolkata,West Bengal,Platinum
111,Yochana,,Shetty,1959-01-19,yochana.shetty6002@outlook.com,9356693755,2025-10-04,Female,Indore,Madhya Pradesh,Silver
112,Jeet,Tanmayi,Dara,1964-09-15,jeet.dara1859@gmail.com,9743522492,2025-05-13,Male,Noida,Uttar Pradesh,Silver
113,Nathan,Yamini,Savant,1984-09-02,nathan.savant2224@gmail.com,9484068330,2025-09-20,Male,Thane,Maharashtra,Bronze
114,Vansha,Vaishnavi,Dutt,1986-04-05,vansha.dutt2581@yahoo.com,9751217053,2024-06-28,Female,Visakhapatnam,Andhra Pradesh,Silver
115,Krishna,Vedhika,Malhotra,1998-04-13,hemang.bains5481@rediffmail.com,9397578096,2024-05-28,Female,Lucknow,Uttar Pradesh,Gold
116,Mahika,Faras,Sarraf,2004-03-10,mahika.sarraf2103@yahoo.com,9715885319,2024-08-08,Female,Chennai,Tamil Nadu,Silver
117,Kamya,,Magar,1978-06-27,kamya.magar4654@gmail.com,9265135519,2024-09-30,Female,Vadodara,Gujarat,Silver
118,Banjeet,,Devi,1965-11-23,banjeet.devi9915@outlook.com,9858006567,2024-05-16,Male,Thiruvananthapuram,Kerala,Gold
119,Rehaan,Tanish,Dua,1960-01-02,rehaan.dua8939@outlook.com,9632844614,2025-02-25,Male,Surat,Gujarat,Bronze
120,Tanvi,Unnati,Narayanan,1983-12-05,tanvi.narayanan5122@outlook.com,9789135342,2023-08-27,Female,Nashik,Maharashtra,Bronze
121,Ishanvi,,Salvi,1982-02-19,ishanvi.salvi6294@rediffmail.com,9281353745,2025-11-15,Female,Mysuru,Karnataka,None
122,Aishani,Vansha,Rai,1956-01-13,aishani.rai1476@rediffmail.com,9592304864,2024-11-19,Female,Mumbai,Maharashtra,Silver
123,Manthan,Oni,Ramakrishnan,1992-04-04,manthan.ramakrishnan2195@outlook.com,9773451505,2026-07-27,Male,Kolkata,West Bengal,None
124,Imaran,Theodore,Sura,1974-03-16,imaran.sura1947@yahoo.com,9937397155,2025-03-30,Male,Lucknow,Uttar Pradesh,None
125,Watika,,Balakrishnan,1982-02-04,watika.balakrishnan7762@rediffmail.com,9181933685,2024-10-26,Female,Hyderabad,Telangana,Platinum
126,Samaksh,Unni,Gandhi,1964-04-26,samaksh.gandhi9223@outlook.com,9403143886,2026-01-13,Male,Surat,Gujarat,Silver
127,Amara,Avi,Ramesh,1961-05-06,amara.ramesh9478@yahoo.com,9751668160,2026-02-14,Female,Kanpur,Uttar Pradesh,Bronze
128,  Tanish,Triya,Deshmukh,1967-12-31,tanish.deshmukh7226@outlook.com,9442564877,2023-08-09,Male,Mumbai,Maharashtra,Silver
129,Leena,Falak,Raghavan,1970-01-13,leena.raghavan7838@rediffmail.com,9319337766,2025-04-28,Female,Chandigarh,Chandigarh,Gold
130,Omisha,Ladli,Nazareth,1974-07-27,omisha.nazareth4572@outlook.com,9292227339,2026-08-03,Female,Noida,Uttar Pradesh,Bronze
131,Ucchal,Finn,Krishnan,1987-08-21,ucchal.krishnan9396@rediffmail.com,9833710909,2023-06-22,Female,Thane,Maharashtra,None
132,Atharv,Udarsh,Palla,1999-11-16,atharv.palla3311@outlook.com,9961652656,2023-09-06,Male,Gurugram,Haryana,Silver
133,Anusha,,Balasubramanian,1972-06-17,anusha.balasubramanian7740@gmail.com,9619916846,2024-03-27,Female,Kochi,Kerala,Gold
134,Aishani,William,Dua,1964-03-22,aishani.dua970@gmail.com,9627809489,2025-05-27,Female,Mysuru,Karnataka,Gold
135,Dakshesh,,Kamdar,1987-04-12,dakshesh.kamdar8117@yahoo.com,9999805192,2026-05-13,Male,Bhopal,Madhya Pradesh,Bronze
136,Lavanya,Oliver,Pillay,1996-11-11,lavanya.pillay2199@rediffmail.com,9283767032,2025-12-21,Female,Surat,Gujarat,Platinum
137,Deepa,Deepa,Gade,1962-12-27,deepa.gade6644@rediffmail.com,9506113222,2025-11-06,Female,Lucknow,Uttar Pradesh,None
138,Amara,Keya,Muni,1982-08-16,amara.muni9544@gmail.com,9232641698,2026-06-06,Female,Mysuru,Karnataka,Silver
139,Ira,Xavier,Borra,1962-07-26,ira.borra4834@outlook.com,9621176454,2026-05-10,Female,Kanpur,Uttar Pradesh,Gold
140,Nidhi,Benjamin,Dara,1979-04-05,nidhi.dara4055@gmail.com,9553918925,2025-08-27,Female,Gurugram,Haryana,Gold
141,Upadhriti,,Prabhakar,1960-04-28,upadhriti.prabhakar1905@yahoo.com,9748401455,2025-07-16,Female,Ahmedabad,Gujarat,Bronze
142,Onkar,Osha,Arora,1988-12-28,onkar.arora6488@outlook.com,9875030990,2023-11-02,Male,Mumbai,Maharashtra,Bronze
143,Upma,Tripti,,,upma.cust2949@yahoo.com,9796493893,2024-01-15,Female,Kolkata,West Bengal,Bronze
144,Teerth,Anamika,Goda,1997-07-18,teerth.goda2179@outlook.com,9193198794,2025-09-05,Male,Jaipur,Rajasthan,Silver
145,Wyatt,Rajata,Shroff,2005-05-18,wyatt.shroff3763@yahoo.com,9411870669,2025-11-28,Male,Coimbatore,Tamil Nadu,Silver
146,Krish,Yatan,Naidu   ,1961-07-13,krish.naidu1654@gmail.com,9468204577,2024-07-29,Male,Nagpur,Maharashtra,Bronze
147,Varenya,,Kohli,2006-09-14,varenya.kohli9439@outlook.com,9578289542,2025-05-13,Female,Noida,Uttar Pradesh,Silver
148,Ranveer,Ayush,Nayar,1989-04-09,ranveer.nayar2870@rediffmail.com,9503635642,2024-10-08,Male,Thiruvananthapuram,Kerala,Silver
149,Hemani,,Sura,1970-01-25,hemani.sura3693@outlook.com,9814044532,2024-11-24,Female,Noida,Uttar Pradesh,Bronze
150,Leela,,Oak,1974-08-30,leela.oak6080@gmail.com,9580360085,2025-12-04,Female,Ahmedabad,Gujarat,Bronze
151,Lakshit,Zansi,Anne,1968-08-19,lakshit.anne5456@outlook.com,9909919426,2023-10-02,Male,Gurugram,Haryana,Silver
152,Kavya,,Ray,1988-11-17,kavya.ray5270@outlook.com,9353254094,2025-10-01,Female,Jaipur,Rajasthan,Gold
153,Kavya,Vritti,Soni,1986-02-17,kavya.soni5127@rediffmail.com,9087055721,2023-06-18,Female,Chennai,Tamil Nadu,None
154,Charita,,Menon,,charita.menon8181@outlook.com,9289641717,2025-02-09,Female,Noida,Uttar Pradesh,Bronze
155,Keya,Jyoti,Mohan,1987-11-02,keya.mohan963@gmail.com,9808001601,2025-09-28,Female,Jaipur,Rajasthan,Bronze
156,Orinder,,Sandal,2006-05-24,orinder.sandal7917@rediffmail.com,9054075256,2025-09-23,Male,Pune,Maharashtra,Bronze
157,Noah,Sudiksha,Pandey,1974-01-25,noah.pandey1754@gmail.com,9526237094,2024-09-10,Male,New Delhi,Delhi,None
158,Ladli,,Kashyap,1963-11-04,ladli.kashyap1321@gmail.com,9035001447,2026-06-16,Female,Mysuru,Karnataka,Gold
159,Gopal,Jagdish,Mutti,2006-03-09,gopal.mutti8654@gmail.com,9296529625,2025-09-01,Male,Thane,Maharashtra,Bronze
160,George,Tarak,Handa,2005-11-23,george.handa5153@gmail.com,9957730128,2025-06-13,Male,Visakhapatnam,Andhra Pradesh,Bronze
161,Manya,Barkha,Vohra,1962-06-22,manya.vohra6289@yahoo.com,9760730206,2024-03-19,Female,Hyderabad,Telangana,Gold
162,Neelima,Jalsa,Karan,1967-11-05,neelima.karan5348@gmail.com,9674253153,2024-09-03,Female,Indore,Madhya Pradesh,Bronze
163,Advika,Jonathan,Walla,1974-04-20,advika.walla1205@gmail.com,9237133094,2023-08-01,Female,Noida,Uttar Pradesh,Gold
164,Avni,Jonathan,Master,1999-01-15,avni.master3071@rediffmail.com,9454030533,2026-08-04,Female,Nagpur,Maharashtra,Silver
165,Yatan,,Chauhan,1956-06-19,yatan.chauhan9168@yahoo.com,9513134044,2025-10-30,Male,Nagpur,Maharashtra,Bronze
166,Lucky,Varenya,Singh,1985-08-09,lucky.singh4041@rediffmail.com,9511393683,2024-11-02,Male,Bengaluru,Karnataka,Gold
167,George,,Behl,1972-10-24,George.Behl9739@Yahoo.Com,9330230890,2025-06-03,Male,Visakhapatnam,Andhra Pradesh,Bronze
168,Dakshesh,Nandini,Bhattacharyya,1989-02-04,dakshesh.bhattacharyya6162@outlook.com,9831555659,2023-09-15,Male,Hyderabad,Telangana,Bronze
169,Avni,Manthan,Doshi,1993-12-07,avni.doshi4774@gmail.com,9874462677,2024-09-05,Female,Ahmedabad,Gujarat,Gold
170,Brijesh,,Kothari,1963-09-11,brijesh.kothari9540@rediffmail.com,9598409785,2025-10-05,Male,Surat,Gujarat,Bronze
171,Turvi,Lajita,Kara,1986-04-16,turvi.kara5817@yahoo.com,9609637940,2025-04-09,Female,Noida,Uttar Pradesh,Silver
172,Manthan,,Sanghvi,1976-05-31,avni.parmar6158@outlook.com,9437553014,2025-10-22,Male,Vadodara,Gujarat,Silver
173,Ayushman,Sarthak,Chaudhary,1998-03-14,ayushman.chaudhary2322@outlook.com,9342444633,2024-04-14,Male,Thiruvananthapuram,Kerala,Silver
174,Libni,Naksh,Bumb,1971-12-15,libni.bumb5621@gmail.com,9619211592,2024-02-17,Female,Visakhapatnam,Andhra Pradesh,Bronze
175,Baljiwan,Aarnav,Dugar,1983-06-07,baljiwan.dugar7081@rediffmail.com,9061537278,2025-04-21,Male,Kanpur,Uttar Pradesh,Silver
176,Vrinda,,Manne,1957-11-08,atharv.murty3265@gmail.com,9311649333,2024-05-16,Female,Visakhapatnam,Andhra Pradesh,Platinum
177,Mitali,,Mandal,2003-06-21,mitali.mandal2827@outlook.com,9956321313,2025-04-27,Female,Ahmedabad,Gujarat,Bronze
178,Balendra,Aishani,Kaur,2009-03-30,balendra.kaur3044@rediffmail.com,9666954134,2026-01-17,Male,Kolkata,West Bengal,Gold
179,Hardik,,Sandal,1963-06-11,hardik.sandal7940@yahoo.com,9135644741,2025-09-14,Male,Mumbai,Maharashtra,Silver
180,Jeevika,Amaira,Dixit,1965-04-24,jeevika.dixit4786@gmail.com,9251477511,2023-09-10,Female,Noida,Uttar Pradesh,Silver
181,Ayushman,Damyanti,Gandhi,1996-02-15,ayushman.gandhi8881@gmail.com,9742476280,2026-07-29,Male,Chennai,Tamil Nadu,Gold
182,Maanas,,Sarna,1964-02-04,maanas.sarna7194@gmail.com,9728537611,2025-05-20,Male,Nagpur,Maharashtra,Silver
183,Nidra,,Rau,1974-02-27,nidra.rau9341@outlook.com,9551925959,2025-07-08,Female,Pune,Maharashtra,Silver
184,Xiti,Faris,Sarma,1996-04-30,xiti.sarma6744@gmail.com,9981827876,2023-07-23,Female,Indore,Madhya Pradesh,None
185,Tarak,Zashil,Naidu,1957-05-23,tarak.naidu6787@rediffmail.com,9468052939,2023-10-11,Male,Bengaluru,Karnataka,Bronze
186,Ishwar,,,2007-09-04,ishwar.cust1527@rediffmail.com,9668739843,2026-04-01,Male,Indore,Madhya Pradesh,Bronze
187,Krish,,Baria,2007-07-25,krish.baria9276@rediffmail.com,9787068091,2026-08-09,Male,Nashik,Maharashtra,Gold
188,Gagan,Zilmil,Singhal,1999-12-20,gagan.singhal3315@yahoo.com,9838803066,2025-04-08,Male,Kolkata,West Bengal,Bronze
189,Maya,,Golla,1995-06-19,maya.golla3837@rediffmail.com,9670412606,2025-03-30,Female,Thiruvananthapuram,Kerala,Bronze
190,Xalak,Upma,Chand,1979-04-24,xalak.chand2166@rediffmail.com,9037138177,2025-02-15,Female,Kolkata,West Bengal,Bronze
191,Ojas,,Nagi,2001-03-27,ojas.nagi1121@gmail.com,9613279642,2023-11-01,Male,Nashik,Maharashtra,Gold
192,Gaurika,Nisha,Narayan,2002-11-02,gaurika.narayan9660@rediffmail.com,9347262672,2025-06-30,Female,Thane,Maharashtra,Platinum
193,Mitali,Balhaar,,1986-08-01,mitali.cust4943@yahoo.com,9557208941,2023-10-06,Female,Visakhapatnam,Andhra Pradesh,Gold
